RADIO,LOCALIDADE,DATAEHORA,CAMPANHA,FRASE
Jovem Pan FM Ipatinga,Ipatinga,Fri Oct 28 2022 15:41:11 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
Jovem Pan FM Ipatinga,Ipatinga,Fri Oct 28 2022 15:33:39 GMT-0300 (Brasilia Standard Time),BOLSONARO,se você voltar do lula estará votando numa mentira
Jovem Pan FM Ipatinga,Ipatinga,Fri Oct 28 2022 15:33:05 GMT-0300 (Brasilia Standard Time),LULA,salário mínimo e congelar qualquer reajuste da aposentadoria
Jovem Pan FM Ipatinga,Ipatinga,Fri Oct 28 2022 22:56:17 GMT-0300 (Brasilia Standard Time),LULA,aposentados que não votam em bolsonaro
Jovem Pan FM Ipatinga,Ipatinga,Fri Oct 28 2022 22:55:42 GMT-0300 (Brasilia Standard Time),LULA,salário mínimo e congelar qualquer reajuste da aposentadoria
Jovem Pan FM Itaperuna,Itaperuna,Fri Oct 28 2022 09:04:18 GMT-0300 (Brasilia Standard Time),BOLSONARO,não pode correr risco do pt voltar
Jovem Pan FM Itaperuna,Itaperuna,Fri Oct 28 2022 10:00:18 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para defender as famílias
Jovem Pan FM Itaperuna,Itaperuna,Fri Oct 28 2022 09:05:04 GMT-0300 (Brasilia Standard Time),LULA,fala presidente lula
Jovem Pan FM Itaperuna,Itaperuna,Fri Oct 28 2022 10:05:15 GMT-0300 (Brasilia Standard Time),LULA,enquanto não deu nada de aumento real
Jovem Pan FM Itaperuna,Itaperuna,Fri Oct 28 2022 09:58:41 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
Jovem Pan FM Itaperuna,Itaperuna,Fri Oct 28 2022 10:01:54 GMT-0300 (Brasilia Standard Time),BOLSONARO,agora domingo vinte e dois bolsonaro presidente
Jovem Pan FM Itaperuna,Itaperuna,Fri Oct 28 2022 22:56:46 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
Jovem Pan FM Itaperuna,Itaperuna,Fri Oct 28 2022 22:54:34 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para proteger o patrimônio
Jovem Pan FM Itaperuna,Itaperuna,Fri Oct 28 2022 22:58:14 GMT-0300 (Brasilia Standard Time),LULA,fala presidente lula
Jovem Pan FM Itaperuna,Itaperuna,Sat Oct 29 2022 00:00:19 GMT-0300 (Brasilia Standard Time),LULA,fala presidente lula
Jovem Pan FM Itaperuna,Itaperuna,Fri Oct 28 2022 23:27:29 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
Jovem Pan FM Itaperuna,Itaperuna,Fri Oct 28 2022 23:31:10 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
Jovem Pan FM Itaperuna,Itaperuna,Fri Oct 28 2022 23:58:51 GMT-0300 (Brasilia Standard Time),BOLSONARO,agora domingo vinte e dois bolsonaro presidente
Jovem Pan FM Itaperuna,Itaperuna,Fri Oct 28 2022 23:29:43 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro quer esconder esta notícia mas esta semana
Jovem Pan FM Itaperuna,Itaperuna,Fri Oct 28 2022 23:56:40 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para proteger o patrimônio
Jovem Pan FM Itapetininga,Itapetininga,Fri Oct 28 2022 22:56:11 GMT-0300 (Brasilia Standard Time),LULA,fala presidente lula
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 09:04:20 GMT-0300 (Brasilia Standard Time),BOLSONARO,é só com bolsonaro que se o direito está garantido
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 09:57:20 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 09:04:48 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 10:34:55 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 10:05:12 GMT-0300 (Brasilia Standard Time),LULA,enquanto não deu nada de aumento real
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 10:39:05 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 09:01:10 GMT-0300 (Brasilia Standard Time),BOLSONARO,agora domingo vinte e dois bolsonaro presidente
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 11:22:41 GMT-0300 (Brasilia Standard Time),BOLSONARO,agora domingo vinte e dois bolsonaro presidente
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 09:55:16 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 12:07:24 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 11:00:41 GMT-0300 (Brasilia Standard Time),BOLSONARO,é só com bolsonaro que se o direito está garantido
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 12:01:04 GMT-0300 (Brasilia Standard Time),LULA,presidente lula o brasil da esperança
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 13:32:03 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 15:07:49 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 14:09:24 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 14:04:09 GMT-0300 (Brasilia Standard Time),BOLSONARO,agora domingo vinte e dois bolsonaro presidente
Jovem Pan FM Natal,Natal,Fri Oct 28 2022 15:37:47 GMT-0300 (Brasilia Standard Time),BOLSONARO,não pode correr risco do pt voltar
Jovem Pan FM Piracicaba,Piracicaba,Fri Oct 28 2022 08:03:44 GMT-0300 (Brasilia Standard Time),BOLSONARO,não pode correr risco do pt voltar
Jovem Pan FM Salvador,Salvador,Fri Oct 28 2022 08:20:34 GMT-0300 (Brasilia Standard Time),LULA,com bolsonaro o que já estava ruim pode ficar pior
Jovem Pan FM Serra Gaúcha,Bento Gonçalves,Fri Oct 28 2022 08:03:21 GMT-0300 (Brasilia Standard Time),BOLSONARO,não pode correr risco do pt voltar
Jovem Pan FM Serra Gaúcha,Bento Gonçalves,Fri Oct 28 2022 08:04:04 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
Jovem Pan FM Serra Gaúcha,Bento Gonçalves,Fri Oct 28 2022 08:04:43 GMT-0300 (Brasilia Standard Time),LULA,salário mínimo e congelar qualquer reajuste da aposentadoria
Jovem Pan FM São Paulo,Feira de Santana,Fri Oct 28 2022 08:17:50 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para proteger o patrimônio
Jovem Pan FM São Paulo,Feira de Santana,Fri Oct 28 2022 09:02:09 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
Jovem Pan FM São Paulo,Feira de Santana,Fri Oct 28 2022 09:32:25 GMT-0300 (Brasilia Standard Time),LULA,salário mínimo e congelar qualquer reajuste da aposentadoria
Jovem Pan FM São Paulo,Rondonópolis,Fri Oct 28 2022 08:07:27 GMT-0300 (Brasilia Standard Time),LULA,enquanto não deu nada de aumento real
Jovem Pan News Barretos,Barretos,Fri Oct 28 2022 08:27:03 GMT-0300 (Brasilia Standard Time),BOLSONARO,não pode correr risco do pt voltar
Jovem Pan News Barretos,Barretos,Fri Oct 28 2022 08:06:55 GMT-0300 (Brasilia Standard Time),LULA,enquanto não deu nada de aumento real
Jovem Pan News Barretos,Barretos,Fri Oct 28 2022 08:56:00 GMT-0300 (Brasilia Standard Time),LULA,fala presidente lula
Jovem Pan News Barretos,Barretos,Fri Oct 28 2022 08:42:48 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para proteger o patrimônio
Jovem Pan News Barretos,Barretos,Fri Oct 28 2022 08:27:30 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
Jovem Pan News Barretos,Barretos,Fri Oct 28 2022 08:41:37 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
Jovem Pan News Barretos,Barretos,Fri Oct 28 2022 08:28:04 GMT-0300 (Brasilia Standard Time),LULA,salário mínimo e congelar qualquer reajuste da aposentadoria
Jovem Pan News Barretos,Barretos,Fri Oct 28 2022 22:34:12 GMT-0300 (Brasilia Standard Time),LULA,aposentados que não votam em bolsonaro
Jovem Pan News Criciúma,Criciuma,Fri Oct 28 2022 08:07:01 GMT-0300 (Brasilia Standard Time),LULA,salário mínimo e congelar qualquer reajuste da aposentadoria
Jovem Pan News Criciúma,Criciuma,Fri Oct 28 2022 08:54:38 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
Jovem Pan News Criciúma,Criciuma,Fri Oct 28 2022 08:29:05 GMT-0300 (Brasilia Standard Time),BOLSONARO,não pode correr risco do pt voltar
Jovem Pan News Criciúma,Criciuma,Fri Oct 28 2022 08:27:09 GMT-0300 (Brasilia Standard Time),LULA,salário mínimo e congelar qualquer reajuste da aposentadoria
Jovem Pan News Criciúma,Criciuma,Fri Oct 28 2022 08:29:36 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
Jovem Pan News Criciúma,Criciuma,Fri Oct 28 2022 09:02:27 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
Jovem Pan News Criciúma,Criciuma,Fri Oct 28 2022 08:52:31 GMT-0300 (Brasilia Standard Time),LULA,com bolsonaro o que já estava ruim pode ficar pior
Jovem Pan News Criciúma,Criciuma,Fri Oct 28 2022 08:54:06 GMT-0300 (Brasilia Standard Time),BOLSONARO,não pode correr risco do pt voltar
Jovem Pan News Criciúma,Criciuma,Fri Oct 28 2022 08:05:50 GMT-0300 (Brasilia Standard Time),BOLSONARO,não pode correr risco do pt voltar
Jovem Pan News Criciúma,Criciuma,Fri Oct 28 2022 22:34:48 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 08:40:45 GMT-0300 (Brasilia Standard Time),LULA,com bolsonaro o que já estava ruim pode ficar pior
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 08:43:06 GMT-0300 (Brasilia Standard Time),BOLSONARO,agora domingo vinte e dois bolsonaro presidente
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 11:00:57 GMT-0300 (Brasilia Standard Time),BOLSONARO,desmentir o que a propaganda do lula vem falando sobre o bolsonaro
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 11:29:11 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 12:23:30 GMT-0300 (Brasilia Standard Time),BOLSONARO,se você voltar do lula estará votando numa mentira
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 13:07:41 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 13:37:19 GMT-0300 (Brasilia Standard Time),BOLSONARO,deus pátria família e liberdade
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 13:38:25 GMT-0300 (Brasilia Standard Time),BOLSONARO,não pode correr risco do pt voltar
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 10:41:25 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 12:25:47 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 13:54:23 GMT-0300 (Brasilia Standard Time),LULA,fala presidente lula
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 14:32:46 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 15:04:16 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 15:02:00 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para proteger o patrimônio
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 23:28:00 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
Jovem Pan News Imbé,Imbé,Fri Oct 28 2022 15:59:04 GMT-0300 (Brasilia Standard Time),BOLSONARO,desmentir o que a propaganda do lula vem falando sobre o bolsonaro
Jovem Pan News Piracicaba,Piracicaba ,Fri Oct 28 2022 08:32:41 GMT-0300 (Brasilia Standard Time),BOLSONARO,é só com bolsonaro que se o direito está garantido
Jovem Pan News Piracicaba,Piracicaba ,Fri Oct 28 2022 08:33:14 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
Jovem Pan News Piracicaba,Piracicaba ,Fri Oct 28 2022 09:17:23 GMT-0300 (Brasilia Standard Time),BOLSONARO,agora domingo vinte e dois bolsonaro presidente
Jovem Pan News Piracicaba,Piracicaba ,Fri Oct 28 2022 09:41:35 GMT-0300 (Brasilia Standard Time),BOLSONARO,deus pátria família e liberdade
Jovem Pan News Piracicaba,Piracicaba ,Fri Oct 28 2022 11:14:34 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
Jovem Pan News Piracicaba,Piracicaba ,Fri Oct 28 2022 11:42:28 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
Jovem Pan News Piracicaba,Piracicaba ,Fri Oct 28 2022 13:38:32 GMT-0300 (Brasilia Standard Time),BOLSONARO,deus pátria família e liberdade
Jovem Pan News Piracicaba,Piracicaba ,Fri Oct 28 2022 14:35:18 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
Jovem Pan News Piracicaba,Piracicaba ,Fri Oct 28 2022 15:43:39 GMT-0300 (Brasilia Standard Time),BOLSONARO,agora domingo vinte e dois bolsonaro presidente
Jovem Pan News São Paulo,Bauru,Fri Oct 28 2022 08:07:04 GMT-0300 (Brasilia Standard Time),LULA,enquanto não deu nada de aumento real
Jovem Pan News São Paulo,Bauru,Fri Oct 28 2022 09:02:39 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
Jovem Pan News São Paulo,Bauru,Fri Oct 28 2022 08:43:53 GMT-0300 (Brasilia Standard Time),BOLSONARO,agora domingo vinte e dois bolsonaro presidente
Jovem Pan News São Paulo,Bauru,Fri Oct 28 2022 09:31:54 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro quer esconder esta notícia mas esta semana
Jovem Pan News São Paulo,Bauru,Fri Oct 28 2022 09:32:33 GMT-0300 (Brasilia Standard Time),LULA,salário mínimo e congelar qualquer reajuste da aposentadoria
Jovem Pan News São Paulo,Bauru,Fri Oct 28 2022 22:35:23 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para proteger o patrimônio
Jovem Pan News São Paulo,Bauru,Fri Oct 28 2022 22:32:59 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
Jovem Pan News São Paulo,Bauru,Fri Oct 28 2022 23:28:24 GMT-0300 (Brasilia Standard Time),BOLSONARO,agora domingo vinte e dois bolsonaro presidente
Jovem Pan News São Paulo,Bauru,Fri Oct 28 2022 22:31:22 GMT-0300 (Brasilia Standard Time),LULA,salário mínimo e congelar qualquer reajuste da aposentadoria
Jovem Pan News São Paulo,Campinas,Fri Oct 28 2022 09:02:25 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
Jovem Pan News São Paulo,Campinas,Fri Oct 28 2022 08:44:16 GMT-0300 (Brasilia Standard Time),BOLSONARO,agora domingo vinte e dois bolsonaro presidente
Jovem Pan News São Paulo,Campinas,Fri Oct 28 2022 10:05:07 GMT-0300 (Brasilia Standard Time),LULA,enquanto não deu nada de aumento real
MarianaFM,Mariana,Fri Oct 28 2022 08:03:20 GMT-0300 (Brasilia Standard Time),BOLSONARO,não pode correr risco do pt voltar
MarianaFM,Mariana,Fri Oct 28 2022 08:49:45 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
MarianaFM,Mariana,Fri Oct 28 2022 08:27:20 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para proteger o patrimônio
MarianaFM,Mariana,Fri Oct 28 2022 08:09:07 GMT-0300 (Brasilia Standard Time),LULA,salário mínimo e congelar qualquer reajuste da aposentadoria
MarianaFM,Mariana,Fri Oct 28 2022 08:49:00 GMT-0300 (Brasilia Standard Time),BOLSONARO,não pode correr risco do pt voltar
MarianaFM,Mariana,Fri Oct 28 2022 08:53:57 GMT-0300 (Brasilia Standard Time),LULA,aposentados que não votam em bolsonaro
MarianaFM,Mariana,Fri Oct 28 2022 08:39:14 GMT-0300 (Brasilia Standard Time),LULA,fala presidente lula
MarianaFM,Mariana,Fri Oct 28 2022 09:09:20 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
MarianaFM,Mariana,Fri Oct 28 2022 08:53:13 GMT-0300 (Brasilia Standard Time),LULA,salário mínimo e congelar qualquer reajuste da aposentadoria
MarianaFM,Mariana,Fri Oct 28 2022 09:27:34 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para proteger o patrimônio
MarianaFM,Mariana,Fri Oct 28 2022 08:35:42 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
MarianaFM,Mariana,Fri Oct 28 2022 09:14:59 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro quer esconder esta notícia mas esta semana
MarianaFM,Mariana,Fri Oct 28 2022 09:10:03 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
MarianaFM,Mariana,Fri Oct 28 2022 09:26:53 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para defender as famílias
MarianaFM,Mariana,Fri Oct 28 2022 10:56:42 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para proteger o patrimônio
MarianaFM,Mariana,Fri Oct 28 2022 09:15:39 GMT-0300 (Brasilia Standard Time),LULA,com bolsonaro o que já estava ruim pode ficar pior
MarianaFM,Mariana,Fri Oct 28 2022 11:21:11 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
MarianaFM,Mariana,Fri Oct 28 2022 11:26:07 GMT-0300 (Brasilia Standard Time),LULA,fala presidente lula
MarianaFM,Mariana,Fri Oct 28 2022 11:05:10 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
MarianaFM,Mariana,Fri Oct 28 2022 11:38:42 GMT-0300 (Brasilia Standard Time),BOLSONARO,agora domingo vinte e dois bolsonaro presidente
MarianaFM,Mariana,Fri Oct 28 2022 11:10:39 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para proteger o patrimônio
MarianaFM,Mariana,Fri Oct 28 2022 12:11:42 GMT-0300 (Brasilia Standard Time),BOLSONARO,agora domingo vinte e dois bolsonaro presidente
MarianaFM,Mariana,Fri Oct 28 2022 11:43:38 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro quer esconder esta notícia mas esta semana
MarianaFM,Mariana,Fri Oct 28 2022 11:56:17 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para defender as famílias
MarianaFM,Mariana,Fri Oct 28 2022 12:40:31 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para proteger o patrimônio
MarianaFM,Mariana,Fri Oct 28 2022 11:20:29 GMT-0300 (Brasilia Standard Time),BOLSONARO,não pode correr risco do pt voltar
MarianaFM,Mariana,Fri Oct 28 2022 12:29:56 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para proteger o patrimônio
MarianaFM,Mariana,Fri Oct 28 2022 09:20:38 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
MarianaFM,Mariana,Fri Oct 28 2022 12:48:54 GMT-0300 (Brasilia Standard Time),BOLSONARO,desmentir o que a propaganda do lula vem falando sobre o bolsonaro
MarianaFM,Mariana,Fri Oct 28 2022 12:36:15 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
MarianaFM,Mariana,Fri Oct 28 2022 12:24:20 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
MarianaFM,Mariana,Fri Oct 28 2022 12:16:37 GMT-0300 (Brasilia Standard Time),LULA,fala presidente lula
MarianaFM,Mariana,Fri Oct 28 2022 12:36:59 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
MarianaFM,Mariana,Fri Oct 28 2022 15:04:11 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
MarianaFM,Mariana,Fri Oct 28 2022 15:22:27 GMT-0300 (Brasilia Standard Time),BOLSONARO,desmentir o que a propaganda do lula vem falando sobre o bolsonaro
MarianaFM,Mariana,Fri Oct 28 2022 15:03:29 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
MarianaFM,Mariana,Fri Oct 28 2022 23:32:16 GMT-0300 (Brasilia Standard Time),BOLSONARO,desmentir o que a propaganda do lula vem falando sobre o bolsonaro
MarianaFM,Mariana,Fri Oct 28 2022 23:32:59 GMT-0300 (Brasilia Standard Time),BOLSONARO,deus pátria família e liberdade
MarianaFM,Mariana,Fri Oct 28 2022 23:44:54 GMT-0300 (Brasilia Standard Time),BOLSONARO,a propaganda do lula estar enganando você
MarianaFM,Mariana,Fri Oct 28 2022 23:57:30 GMT-0300 (Brasilia Standard Time),LULA,fala presidente lula
Morena FM,Itabuna,Fri Oct 28 2022 23:02:32 GMT-0300 (Brasilia Standard Time),BOLSONARO,bolsonaro vinte e dois
Morena FM,Itabuna,Fri Oct 28 2022 23:02:15 GMT-0300 (Brasilia Standard Time),BOLSONARO,é só com bolsonaro que se o direito está garantido
Máximus FM,Belo Horizonte,Fri Oct 28 2022 08:07:48 GMT-0300 (Brasilia Standard Time),BOLSONARO,não pode correr risco do pt voltar
Nossa Rádio FM Belo Horizonte,Belo Horizonte,Fri Oct 28 2022 08:22:59 GMT-0300 (Brasilia Standard Time),BOLSONARO,votar no lula é votar numa grande mentira
Nossa Rádio FM Belo Horizonte,Belo Horizonte,Fri Oct 28 2022 08:20:11 GMT-0300 (Brasilia Standard Time),LULA,bolsonaro disse que para proteger o patrimônio
